,OCCRR_DTM,RQRMN_TM,CTPRV_NM,SGNG_NM,EMNDN_NM,OCCCRR_RI,ARA_LTNMB,CUSE_NM,DMG_AREA,ADDRESS
15771,2020-01-29,,충청남도,홍성군,홍성읍,고암리,103-1,원인불명,0.0,충청남도 홍성군 홍성읍 고암리103-1
15773,2020-02-07,,충청남도,홍성군,홍동면,신기리,364,원인불명,0.0,충청남도 홍성군 홍동면 신기리364
15774,2020-02-09,,충청남도,홍성군,서부면,중리,48,원인불명,0.0,충청남도 홍성군 서부면 중리48
15776,2020-02-15,,충청남도,홍성군,홍성읍,고암리,259-2,원인불명,0.0,충청남도 홍성군 홍성읍 고암리259-2
15777,2020-02-20,,충청남도,홍성군,구항면,장양리,산82-1,원인불명,0.0,충청남도 홍성군 구항면 장양리산82-1
15778,2020-02-23,,충청남도,홍성군,홍동면,대영리,177-6,원인불명,0.0,충청남도 홍성군 홍동면 대영리177-6
15779,2020-03-15,,충청남도,홍성군,구항면,마온리,458-4,원인불명,0.0,충청남도 홍성군 구항면 마온리458-4
15780,2020-03-18,,충청남도,홍성군,홍성읍,옥암리,산46-1,원인불명,0.0,충청남도 홍성군 홍성읍 옥암리산46-1
15781,2020-03-21,,충청남도,홍성군,갈산면,오두리,309-56,원인불명,0.0,충청남도 홍성군 갈산면 오두리309-56
15782,2020-03-25,,충청남도,홍성군,갈산면,가곡리,180,원인불명,0.0,충청남도 홍성군 갈산면 가곡리180
15784,2020-04-07,,충청남도,홍성군,갈산면,오두리,108-5,원인불명,0.0,충청남도 홍성군 갈산면 오두리108-5
15785,2020-04-12,,충청남도,홍성군,갈산면,가곡리,101-1,원인불명,0.0,충청남도 홍성군 갈산면 가곡리101-1
15786,2020-04-14,,충청남도,홍성군,홍동면,수란리,513-7,원인불명,0.0,충청남도 홍성군 홍동면 수란리513-7
15787,2020-04-16,,충청남도,홍성군,홍성읍,월산리,670-8,원인불명,0.0,충청남도 홍성군 홍성읍 월산리670-8
15789,2020-04-18,,충청남도,홍성군,홍성읍,월산리,산71-3,원인불명,0.0,충청남도 홍성군 홍성읍 월산리산71-3
15790,2020-04-28,,충청남도,홍성군,구항면,장양리,283-0,원인불명,0.0,충청남도 홍성군 구항면 장양리283-0
15791,2020-04-28,,충청남도,홍성군,홍동면,대영리,474-1,원인불명,0.0,충청남도 홍성군 홍동면 대영리474-1
15792,2020-04-30,,충청남도,홍성군,금마면,월암리,산104,원인불명,0.0,충청남도 홍성군 금마면 월암리산104
15793,2020-05-05,,충청남도,홍성군,은하면,목현리,440,원인불명,0.0,충청남도 홍성군 은하면 목현리440
15794,2020-05-16,,충청남도,홍성군,서부면,판교리,627,원인불명,0.0,충청남도 홍성군 서부면 판교리627
15795,2021-04-20,,충청남도,예산군,대흥면,손지리,306-2,원인불명,0.0,충청남도 예산군 대흥면 손지리306-2
15796,2021-04-24,,충청남도,예산군,대흥면,대률리,산53-7,원인불명,0.0,충청남도 예산군 대흥면 대률리산53-7
15797,2021-04-24,,충청남도,예산군,대흥면,대률리,41-2,원인불명,0.0,충청남도 예산군 대흥면 대률리41-2
15798,2021-04-26,,충청남도,예산군,대흥면,대률리,20-2,원인불명,0.0,충청남도 예산군 대흥면 대률리20-2
15799,2021-05-06,,충청남도,예산군,덕산면,사동리,248-1,원인불명,0.0,충청남도 예산군 덕산면 사동리248-1
15800,2021-05-09,,충청남도,예산군,신양면,여래미리,746,원인불명,0.0,충청남도 예산군 신양면 여래미리746
15801,2021-05-13,,충청남도,예산군,대흥면,탄방리,489,원인불명,0.0,충청남도 예산군 대흥면 탄방리489
15802,2021-05-15,,충청남도,예산군,예산읍,신례원리,611-126,원인불명,0.0,충청남도 예산군 예산읍 신례원리611-126
15803,2020-01-26,,충청남도,예산군,예산읍,주교리,산65-1,원인불명,0.0,충청남도 예산군 예산읍 주교리산65-1
15804,2020-02-03,,충청남도,예산군,응봉면,건지화리,368-5,원인불명,0.0,충청남도 예산군 응봉면 건지화리368-5
15805,2020-03-08,,충청남도,예산군,대술면,화천리,400-11,원인불명,0.0,충청남도 예산군 대술면 화천리400-11
15806,2020-03-09,,충청남도,예산군,응봉면,송석리,3-14,원인불명,0.0,충청남도 예산군 응봉면 송석리3-14
15807,2020-03-25,,충청남도,예산군,봉산면,화전리,420,원인불명,0.0,충청남도 예산군 봉산면 화전리420
15808,2020-03-26,,충청남도,예산군,덕산면,광천리,산9,원인불명,0.0,충청남도 예산군 덕산면 광천리산9
15809,2020-03-26,,충청남도,예산군,대흥면,노동리,140-28,원인불명,0.0,충청남도 예산군 대흥면 노동리140-28
15810,2020-04-01,,충청남도,예산군,삽교읍,신가리,260-22,원인불명,0.0,충청남도 예산군 삽교읍 신가리260-22
15811,2020-04-03,,충청남도,예산군,신양면,시왕리,466,원인불명,0.0,충청남도 예산군 신양면 시왕리466
15812,2020-04-07,,충청남도,예산군,예산읍,대회리,산30-2,원인불명,0.0,충청남도 예산군 예산읍 대회리산30-2
15813,2020-04-08,,충청남도,예산군,신양면,차동리,산96-2,원인불명,0.0,충청남도 예산군 신양면 차동리산96-2
15814,2020-04-11,,충청남도,예산군,신암면,용궁리,517,원인불명,0.0,충청남도 예산군 신암면 용궁리517
15815,2020-04-12,,충청남도,예산군,고덕면,몽곡리,93-2,원인불명,0.0,충청남도 예산군 고덕면 몽곡리93-2
15816,2020-04-14,,충청남도,예산군,대술면,송석리,산35-1,원인불명,0.0,충청남도 예산군 대술면 송석리산35-1
15817,2020-05-01,,충청남도,예산군,덕산면,신평리,산3,원인불명,0.0,충청남도 예산군 덕산면 신평리산3
15818,2020-05-06,,충청남도,예산군,대술면,장복리,497-2,원인불명,0.0,충청남도 예산군 대술면 장복리497-2
15819,2021-04-21,,충청남도,태안군,태안읍,반곡리,680-1,원인불명,0.0,충청남도 태안군 태안읍 반곡리680-1
15820,2021-04-21,,충청남도,태안군,안면읍,정당리,657-13,원인불명,0.0,충청남도 태안군 안면읍 정당리657-13
15821,2021-04-26,,충청남도,태안군,고남면,고남리,1063-5,원인불명,0.0,충청남도 태안군 고남면 고남리1063-5
15822,2021-04-28,,충청남도,태안군,안면읍,창기리,153-109,원인불명,0.0,충청남도 태안군 안면읍 창기리153-109
15823,2020-01-15,,충청남도,태안군,원북면,황촌리,910-9,원인불명,0.0,충청남도 태안군 원북면 황촌리910-9
15824,2020-01-18,,충청남도,태안군,근흥면,두야리,708-1,원인불명,0.0,충청남도 태안군 근흥면 두야리708-1
15825,2020-01-23,,충청남도,태안군,안면읍,승언리,1252-20,원인불명,0.0,충청남도 태안군 안면읍 승언리1252-20
15826,2020-01-30,,충청남도,태안군,이원면,내리,1061-2,원인불명,0.0,충청남도 태안군 이원면 내리1061-2
15827,2020-02-05,,충청남도,태안군,안면읍,중장리,산46-28,원인불명,0.0,충청남도 태안군 안면읍 중장리산46-28
15828,2020-02-07,,충청남도,태안군,원북면,방갈리,산87,원인불명,0.0,충청남도 태안군 원북면 방갈리산87
15829,2020-02-09,,충청남도,태안군,소원면,모항리,산38,원인불명,0.0,충청남도 태안군 소원면 모항리산38
15830,2020-02-11,,충청남도,태안군,남면,신장리,376-34,원인불명,0.0,충청남도 태안군 남면 신장리376-34
15831,2020-02-11,,충청남도,태안군,근흥면,용신리,65-9,원인불명,0.0,충청남도 태안군 근흥면 용신리65-9
15832,2020-03-06,,충청남도,태안군,태안읍,반곡리,12,원인불명,0.0,충청남도 태안군 태안읍 반곡리12
15833,2020-03-08,,충청남도,태안군,남면,몽산리,593,원인불명,0.0,충청남도 태안군 남면 몽산리593
15834,2020-03-09,,충청남도,태안군,근흥면,신진도리,29,원인불명,0.0,충청남도 태안군 근흥면 신진도리29
15835,2020-03-16,,충청남도,태안군,원북면,신두리,658,원인불명,0.0,충청남도 태안군 원북면 신두리658
15836,2020-03-23,,충청남도,태안군,소원면,의항리,826,원인불명,0.0,충청남도 태안군 소원면 의항리826
15837,2020-03-23,,충청남도,태안군,이원면,사창리,203-1,원인불명,0.0,충청남도 태안군 이원면 사창리203-1
15838,2020-03-25,,충청남도,태안군,고남면,장곡리,141-1,원인불명,0.0,충청남도 태안군 고남면 장곡리141-1
15839,2020-03-25,,충청남도,태안군,남면,신온리,204-2,원인불명,0.0,충청남도 태안군 남면 신온리204-2
15840,2020-03-26,,충청남도,태안군,남면,신장리,658-2,원인불명,0.0,충청남도 태안군 남면 신장리658-2
15841,2020-03-29,,충청남도,태안군,안면읍,정당리,산22-12,원인불명,0.0,충청남도 태안군 안면읍 정당리산22-12
15842,2020-04-03,,충청남도,태안군,안면읍,중장리,425-224,원인불명,0.0,충청남도 태안군 안면읍 중장리425-224
15843,2020-04-03,,충청남도,태안군,안면읍,중장리,425-224,원인불명,0.0,충청남도 태안군 안면읍 중장리425-224
15844,2020-04-06,,충청남도,태안군,남면,달산리,771,원인불명,0.0,충청남도 태안군 남면 달산리771
15845,2020-04-07,,충청남도,태안군,소원면,시목리,413-4,원인불명,0.0,충청남도 태안군 소원면 시목리413-4
15846,2020-04-10,,충청남도,태안군,이원면,관리,942-7,원인불명,0.0,충청남도 태안군 이원면 관리942-7
15847,2020-04-11,,충청남도,태안군,이원면,당산리,311-1,원인불명,0.0,충청남도 태안군 이원면 당산리311-1
15848,2020-04-12,,충청남도,태안군,안면읍,중장리,236-6,원인불명,0.0,충청남도 태안군 안면읍 중장리236-6
15849,2020-04-12,,충청남도,태안군,소원면,송현리,524-2,원인불명,0.0,충청남도 태안군 소원면 송현리524-2
15850,2020-04-14,,충청남도,태안군,이원면,내리,산6,원인불명,0.0,충청남도 태안군 이원면 내리산6
15851,2020-04-15,,충청남도,태안군,이원면,사창리,77,원인불명,0.0,충청남도 태안군 이원면 사창리77
15852,2020-04-17,,충청남도,태안군,근흥면,수룡리,101-62,원인불명,0.0,충청남도 태안군 근흥면 수룡리101-62
15853,2020-04-18,,충청남도,태안군,근흥면,마금리,810-6,원인불명,0.0,충청남도 태안군 근흥면 마금리810-6
15854,2020-04-18,,충청남도,태안군,고남면,고남리,1806-1,원인불명,0.0,충청남도 태안군 고남면 고남리1806-1
15855,2020-04-24,,충청남도,태안군,남면,달산리,66-23,원인불명,0.0,충청남도 태안군 남면 달산리66-23
15856,2020-04-24,,충청남도,태안군,남면,양잠리,934-0,원인불명,0.0,충청남도 태안군 남면 양잠리934-0
15857,2020-04-24,,충청남도,태안군,안면읍,창기리,산34-637,원인불명,0.0,충청남도 태안군 안면읍 창기리산34-637
15858,2020-05-08,,충청남도,태안군,남면,신장리,18-4,원인불명,0.0,충청남도 태안군 남면 신장리18-4
15859,2020-05-14,,충청남도,태안군,원북면,양산리,664-3,원인불명,0.0,충청남도 태안군 원북면 양산리664-3
15860,2020-05-31,,충청남도,천안시동남구,유량동,,산89-2,원인불명,0.0,충청남도 천안시동남구 유량동 산89-2
15861,2020-06-05,,충청남도,천안시동남구,목천읍,동리,14-13,원인불명,0.0,충청남도 천안시동남구 목천읍 동리14-13
15862,2020-06-10,,충청남도,천안시동남구,성남면,용원리,243-4,원인불명,0.0,충청남도 천안시동남구 성남면 용원리243-4
15863,2020-06-18,,충청남도,천안시동남구,목천읍,교천리,210,원인불명,0.0,충청남도 천안시동남구 목천읍 교천리210
15864,2020-07-03,,충청남도,천안시동남구,목천읍,교천리,211-1,원인불명,0.0,충청남도 천안시동남구 목천읍 교천리211-1
15865,2020-07-25,,충청남도,천안시동남구,안서동,,534-171,원인불명,0.0,충청남도 천안시동남구 안서동 534-171
15866,2020-08-01,,충청남도,천안시동남구,목천읍,석천리,산1-1,원인불명,0.0,충청남도 천안시동남구 목천읍 석천리산1-1
15867,2020-08-23,,충청남도,천안시동남구,풍세면,가송리,265-10,원인불명,0.0,충청남도 천안시동남구 풍세면 가송리265-10
15868,2020-09-04,,충청남도,천안시동남구,풍세면,삼태리,산28-1,원인불명,0.0,충청남도 천안시동남구 풍세면 삼태리산28-1
15869,2020-09-11,,충청남도,천안시동남구,북면,오곡리,263,원인불명,0.0,충청남도 천안시동남구 북면 오곡리263
15870,2020-09-15,,충청남도,천안시동남구,광덕면,보산원리,103-3,원인불명,0.0,충청남도 천안시동남구 광덕면 보산원리103-3
15872,2020-10-10,,충청남도,천안시동남구,성남면,대정리,산15-5,원인불명,0.0,충청남도 천안시동남구 성남면 대정리산15-5
15873,2020-10-16,,충청남도,천안시동남구,광덕면,신흥리,185,원인불명,0.0,충청남도 천안시동남구 광덕면 신흥리185
15874,2020-10-21,,충청남도,천안시동남구,목천읍,천정리,108-2,원인불명,0.0,충청남도 천안시동남구 목천읍 천정리108-2
15875,2020-10-31,,충청남도,천안시동남구,동면,동산리,572-2,원인불명,0.0,충청남도 천안시동남구 동면 동산리572-2
15876,2020-11-09,,충청남도,천안시동남구,성남면,화성리,102-6,원인불명,0.0,충청남도 천안시동남구 성남면 화성리102-6
15877,2020-11-12,,충청남도,천안시동남구,수신면,백자리,426,원인불명,0.0,충청남도 천안시동남구 수신면 백자리426
15878,2020-11-14,,충청남도,천안시동남구,병천면,병천리,331-1,원인불명,0.0,충청남도 천안시동남구 병천면 병천리331-1
15879,2020-11-16,,충청남도,천안시동남구,성남면,대화리,328,원인불명,0.0,충청남도 천안시동남구 성남면 대화리328
15880,2020-12-04,,충청남도,천안시동남구,북면,납안리,462-1,원인불명,0.0,충청남도 천안시동남구 북면 납안리462-1
15881,2020-12-13,,충청남도,천안시동남구,삼룡동,,390-4,원인불명,0.0,충청남도 천안시동남구 삼룡동 390-4
15882,2020-12-26,,충청남도,천안시동남구,병천면,관성리,683-6,원인불명,0.0,충청남도 천안시동남구 병천면 관성리683-6
15883,2021-01-29,,충청남도,천안시동남구,목천읍,삼성리,산37-3,원인불명,0.0,충청남도 천안시동남구 목천읍 삼성리산37-3
15884,2021-01-30,,충청남도,천안시동남구,광덕면,광덕리,643,원인불명,0.0,충청남도 천안시동남구 광덕면 광덕리643
15885,2021-02-10,,충청남도,천안시동남구,목천읍,응원리,291,원인불명,0.0,충청남도 천안시동남구 목천읍 응원리291
15886,2021-02-19,,충청남도,천안시동남구,유량동,,산1,원인불명,0.0,충청남도 천안시동남구 유량동 산1
15887,2021-02-21,,충청남도,천안시동남구,목천읍,삼성리,175-5,원인불명,0.0,충청남도 천안시동남구 목천읍 삼성리175-5
15888,2021-02-24,,충청남도,천안시동남구,병천면,탑원리,15-3,원인불명,0.0,충청남도 천안시동남구 병천면 탑원리15-3
15889,2021-03-14,,충청남도,천안시동남구,목천읍,송전리,431,원인불명,0.0,충청남도 천안시동남구 목천읍 송전리431
15890,2021-03-18,,충청남도,천안시동남구,안서동,,51,원인불명,0.0,충청남도 천안시동남구 안서동 51
15891,2021-03-29,,충청남도,천안시동남구,병천면,용두리,578,원인불명,0.0,충청남도 천안시동남구 병천면 용두리578
15892,2021-04-09,,충청남도,천안시동남구,풍세면,삼태리,276-1,원인불명,0.0,충청남도 천안시동남구 풍세면 삼태리276-1
15893,2021-04-09,,충청남도,천안시동남구,풍세면,삼태리,276-1,원인불명,0.0,충청남도 천안시동남구 풍세면 삼태리276-1
15894,2021-04-09,,충청남도,천안시동남구,목천읍,서흥리,산73,원인불명,0.0,충청남도 천안시동남구 목천읍 서흥리산73
15895,2021-04-11,,충청남도,천안시동남구,북면,오곡리,산112-1,원인불명,0.0,충청남도 천안시동남구 북면 오곡리산112-1
15896,2021-04-12,,충청남도,천안시동남구,유량동,,산50,원인불명,0.0,충청남도 천안시동남구 유량동 산50
15897,2021-04-16,,충청남도,천안시동남구,목천읍,서흥리,490,원인불명,0.0,충청남도 천안시동남구 목천읍 서흥리490
15898,2021-04-22,,충청남도,천안시동남구,광덕면,대덕리,산30-1,원인불명,0.0,충청남도 천안시동남구 광덕면 대덕리산30-1
15899,2021-04-26,,충청남도,천안시동남구,목천읍,교촌리,63,원인불명,0.0,충청남도 천안시동남구 목천읍 교촌리63
15900,2021-05-03,,충청남도,천안시동남구,목천읍,지산리,산24-3,원인불명,0.0,충청남도 천안시동남구 목천읍 지산리산24-3
15901,2020-06-17,,충청남도,천안시서북구,성거읍,송남리,57-2,원인불명,0.0,충청남도 천안시서북구 성거읍 송남리57-2
15902,2020-07-16,,충청남도,천안시서북구,직산읍,판정리,산24-40,원인불명,0.0,충청남도 천안시서북구 직산읍 판정리산24-40
15904,2020-08-01,,충청남도,천안시서북구,성거읍,신월리,270-5,원인불명,0.0,충청남도 천안시서북구 성거읍 신월리270-5
15905,2020-08-08,,충청남도,천안시서북구,성거읍,천흥리,산82,원인불명,0.0,충청남도 천안시서북구 성거읍 천흥리산82
15906,2020-10-07,,충청남도,천안시서북구,성거읍,요방리,273-7,원인불명,0.0,충청남도 천안시서북구 성거읍 요방리273-7
15907,2020-11-05,,충청남도,천안시서북구,성환읍,도하리,641,원인불명,0.0,충청남도 천안시서북구 성환읍 도하리641
15908,2020-12-06,,충청남도,천안시서북구,직산읍,상덕리,235-3,원인불명,0.0,충청남도 천안시서북구 직산읍 상덕리235-3
15909,2020-12-10,,충청남도,천안시서북구,입장면,양대리,산32,원인불명,0.0,충청남도 천안시서북구 입장면 양대리산32
15910,2021-01-20,,충청남도,천안시서북구,입장면,시장리,64-2,원인불명,0.0,충청남도 천안시서북구 입장면 시장리64-2
15911,2021-02-20,,충청남도,천안시서북구,입장면,연곡리,77-2,원인불명,0.0,충청남도 천안시서북구 입장면 연곡리77-2
15912,2021-03-07,,충청남도,천안시서북구,업성동,,143-2,원인불명,0.0,충청남도 천안시서북구 업성동 143-2
15913,2021-03-16,,충청남도,천안시서북구,성환읍,성월리,82-19,원인불명,0.0,충청남도 천안시서북구 성환읍 성월리82-19
15914,2021-03-18,,충청남도,천안시서북구,성거읍,요방리,102-11,원인불명,0.0,충청남도 천안시서북구 성거읍 요방리102-11
15915,2021-03-24,,충청남도,천안시서북구,직산읍,상덕리,211-31,원인불명,0.0,충청남도 천안시서북구 직산읍 상덕리211-31
15916,2021-04-14,,충청남도,천안시서북구,입장면,도림리,347-2,원인불명,0.0,충청남도 천안시서북구 입장면 도림리347-2
15917,2021-04-22,,충청남도,천안시서북구,성정동,,787,원인불명,0.0,충청남도 천안시서북구 성정동 787
15918,2020-05-26,,충청남도,공주시,계룡면,하대리,209-7,원인불명,0.0,충청남도 공주시 계룡면 하대리209-7
15919,2020-06-07,,충청남도,공주시,탄천면,대학리,680,원인불명,0.0,충청남도 공주시 탄천면 대학리680
15920,2020-06-07,,충청남도,공주시,탄천면,대학리,680,원인불명,0.0,충청남도 공주시 탄천면 대학리680
15921,2020-06-07,,충청남도,공주시,탄천면,대학리,680,원인불명,0.0,충청남도 공주시 탄천면 대학리680
15922,2020-06-10,,충청남도,공주시,의당면,도신리,413-1,원인불명,0.0,충청남도 공주시 의당면 도신리413-1
15923,2020-06-16,,충청남도,공주시,우성면,방흥리,274-2,원인불명,0.0,충청남도 공주시 우성면 방흥리274-2
15924,2020-06-22,,충청남도,공주시,의당면,덕학리,549-2,원인불명,0.0,충청남도 공주시 의당면 덕학리549-2
15925,2020-07-04,,충청남도,공주시,무릉동,,산58-3,원인불명,0.0,충청남도 공주시 무릉동 산58-3
15926,2020-07-05,,충청남도,공주시,금흥동,,110-2,원인불명,0.0,충청남도 공주시 금흥동 110-2
15927,2020-07-31,,충청남도,공주시,반포면,봉곡리,502-3,원인불명,0.0,충청남도 공주시 반포면 봉곡리502-3
15928,2020-08-19,,충청남도,공주시,검상동,,224-1,원인불명,0.0,충청남도 공주시 검상동 224-1
15929,2020-08-30,,충청남도,공주시,신풍면,영정리,424-1,원인불명,0.0,충청남도 공주시 신풍면 영정리424-1
15930,2020-09-16,,충청남도,공주시,우성면,상서리,859,원인불명,0.0,충청남도 공주시 우성면 상서리859
15931,2020-09-16,,충청남도,공주시,반포면,온천리,산46,원인불명,0.0,충청남도 공주시 반포면 온천리산46
15932,2020-10-02,,충청남도,공주시,이인면,복룡리,산30,원인불명,0.0,충청남도 공주시 이인면 복룡리산30
15933,2020-10-22,,충청남도,공주시,유구읍,신영리,264-2,원인불명,0.0,충청남도 공주시 유구읍 신영리264-2
15934,2020-10-25,,충청남도,공주시,반죽동,,100,원인불명,0.0,충청남도 공주시 반죽동 100
15935,2020-11-11,,충청남도,공주시,태봉동,,산48-1,원인불명,0.0,충청남도 공주시 태봉동 산48-1
15936,2020-11-29,,충청남도,공주시,소학동,,산51-2,원인불명,0.0,충청남도 공주시 소학동 산51-2
15937,2020-12-03,,충청남도,공주시,계룡면,월암리,288-14,원인불명,0.0,충청남도 공주시 계룡면 월암리288-14
15938,2020-12-05,,충청남도,공주시,계룡면,내흥리,810,원인불명,0.0,충청남도 공주시 계룡면 내흥리810
15939,2020-12-16,,충청남도,공주시,반죽동,,359,원인불명,0.0,충청남도 공주시 반죽동 359
15940,2020-12-23,,충청남도,공주시,산성동,,70-7,원인불명,0.0,충청남도 공주시 산성동 70-7
15941,2020-12-27,,충청남도,공주시,탄천면,안영리,302,원인불명,0.0,충청남도 공주시 탄천면 안영리302
15942,2020-12-28,,충청남도,공주시,탄천면,덕지리,628-5,원인불명,0.0,충청남도 공주시 탄천면 덕지리628-5
15943,2021-01-10,,충청남도,공주시,우성면,상서리,354,원인불명,0.0,충청남도 공주시 우성면 상서리354
15944,2021-01-20,,충청남도,공주시,유구읍,유구리,425,원인불명,0.0,충청남도 공주시 유구읍 유구리425
15945,2021-02-09,,충청남도,공주시,유구읍,유구리,386-3,원인불명,0.0,충청남도 공주시 유구읍 유구리386-3
15946,2021-02-10,,충청남도,공주시,이인면,구암리,430-22,원인불명,0.0,충청남도 공주시 이인면 구암리430-22
15947,2021-02-13,,충청남도,공주시,의당면,덕학리,350-3,원인불명,0.0,충청남도 공주시 의당면 덕학리350-3
15948,2021-02-20,,충청남도,공주시,우성면,동대리,211,원인불명,0.0,충청남도 공주시 우성면 동대리211
15949,2021-02-21,,충청남도,공주시,반포면,송곡리,459-1,원인불명,0.0,충청남도 공주시 반포면 송곡리459-1
15950,2021-02-24,,충청남도,공주시,신풍면,동원리,339,원인불명,0.0,충청남도 공주시 신풍면 동원리339
15951,2021-03-08,,충청남도,공주시,계룡면,내흥리,산50-14,원인불명,0.0,충청남도 공주시 계룡면 내흥리산50-14
15952,2021-03-10,,충청남도,공주시,계룡면,하대리,1,원인불명,0.0,충청남도 공주시 계룡면 하대리1
15953,2021-03-14,,충청남도,공주시,월미동,,산14-3,원인불명,0.0,충청남도 공주시 월미동 산14-3
15954,2021-03-17,,충청남도,공주시,신풍면,입동리,산46,원인불명,0.0,충청남도 공주시 신풍면 입동리산46
15955,2021-03-19,,충청남도,공주시,정안면,사현리,24-5,원인불명,0.0,충청남도 공주시 정안면 사현리24-5
15957,2021-03-23,,충청남도,공주시,계룡면,하대리,216-3,원인불명,0.0,충청남도 공주시 계룡면 하대리216-3
15958,2021-03-26,,충청남도,공주시,계룡면,내흥리,827,원인불명,0.0,충청남도 공주시 계룡면 내흥리827
15959,2021-03-31,,충청남도,공주시,이인면,구암리,248-0,원인불명,0.0,충청남도 공주시 이인면 구암리248-0
15960,2021-03-31,,충청남도,공주시,신풍면,동원리,553-40,원인불명,0.0,충청남도 공주시 신풍면 동원리553-40
15961,2021-04-01,,충청남도,공주시,우성면,어천리,232-3,원인불명,0.0,충청남도 공주시 우성면 어천리232-3
15962,2021-04-03,,충청남도,공주시,사곡면,호계리,327,원인불명,0.0,충청남도 공주시 사곡면 호계리327
15963,2021-04-04,,충청남도,공주시,탄천면,삼각리,317,원인불명,0.0,충청남도 공주시 탄천면 삼각리317
15964,2021-04-05,,충청남도,공주시,정안면,인풍리,2-6,원인불명,0.0,충청남도 공주시 정안면 인풍리2-6
15965,2021-04-07,,충청남도,공주시,이인면,반송리,356,원인불명,0.0,충청남도 공주시 이인면 반송리356
15966,2021-04-08,,충청남도,공주시,이인면,발양리,300,원인불명,0.0,충청남도 공주시 이인면 발양리300
15967,2021-04-08,,충청남도,공주시,오곡동,,20-4,원인불명,0.0,충청남도 공주시 오곡동 20-4
15968,2021-04-09,,충청남도,공주시,우성면,상서리,192-5,원인불명,0.0,충청남도 공주시 우성면 상서리192-5
15969,2021-04-09,,충청남도,공주시,이인면,반송리,산12-1,원인불명,0.0,충청남도 공주시 이인면 반송리산12-1
15970,2021-04-11,,충청남도,공주시,이인면,구암리,산21,원인불명,0.0,충청남도 공주시 이인면 구암리산21
15971,2021-04-12,,충청남도,공주시,이인면,구암리,산21,원인불명,0.0,충청남도 공주시 이인면 구암리산21
15972,2021-04-22,,충청남도,공주시,유구읍,노동리,197,원인불명,0.0,충청남도 공주시 유구읍 노동리197
15973,2021-04-24,,충청남도,공주시,정안면,보물리,산14-1,원인불명,0.0,충청남도 공주시 정안면 보물리산14-1
15974,2021-05-03,,충청남도,공주시,탄천면,남산리,산18,원인불명,0.0,충청남도 공주시 탄천면 남산리산18
15975,2021-05-04,,충청남도,공주시,신풍면,동원리,산36-4,원인불명,0.0,충청남도 공주시 신풍면 동원리산36-4
15976,2021-05-06,,충청남도,공주시,계룡면,양화리,410-1,원인불명,0.0,충청남도 공주시 계룡면 양화리410-1
15977,2021-05-08,,충청남도,공주시,반포면,마암리,641-18,원인불명,0.0,충청남도 공주시 반포면 마암리641-18
15978,2021-05-21,,충청남도,공주시,반포면,하신리,113-2,원인불명,0.0,충청남도 공주시 반포면 하신리113-2
15979,2021-05-22,,충청남도,공주시,반포면,온천리,산28-1,원인불명,0.0,충청남도 공주시 반포면 온천리산28-1
15980,2020-05-30,,충청남도,보령시,신흑동,,1461-13,원인불명,0.0,충청남도 보령시 신흑동 1461-13
15981,2020-06-10,,충청남도,보령시,청라면,나원리,1143,원인불명,0.0,충청남도 보령시 청라면 나원리1143
15982,2020-06-17,,충청남도,보령시,주교면,관창리,138-2,원인불명,0.0,충청남도 보령시 주교면 관창리138-2
15983,2020-06-19,,충청남도,보령시,남포면,옥동리,10-3,원인불명,0.0,충청남도 보령시 남포면 옥동리10-3
15984,2020-06-28,,충청남도,보령시,남곡동,,532,원인불명,0.0,충청남도 보령시 남곡동 532
15985,2020-07-27,,충청남도,보령시,남포면,창동리,산41,원인불명,0.0,충청남도 보령시 남포면 창동리산41
15986,2020-08-31,,충청남도,보령시,대천동,,1-26,원인불명,0.0,충청남도 보령시 대천동 1-26
15987,2020-09-18,,충청남도,보령시,웅천읍,독산리,746-2,원인불명,0.0,충청남도 보령시 웅천읍 독산리746-2
15988,2020-09-28,,충청남도,보령시,성주면,개화리,512,원인불명,0.0,충청남도 보령시 성주면 개화리512
15989,2020-10-11,,충청남도,보령시,남곡동,,1139-3,원인불명,0.0,충청남도 보령시 남곡동 1139-3
15990,2020-10-25,,충청남도,보령시,주포면,관산리,87,원인불명,0.0,충청남도 보령시 주포면 관산리87
15991,2020-10-30,,충청남도,보령시,주교면,은포리,331-5,원인불명,0.0,충청남도 보령시 주교면 은포리331-5
15992,2020-10-31,,충청남도,보령시,웅천읍,독산리,803-13,원인불명,0.0,충청남도 보령시 웅천읍 독산리803-13
15993,2020-11-05,,충청남도,보령시,웅천읍,황교리,383-14,원인불명,0.0,충청남도 보령시 웅천읍 황교리383-14
15994,2020-12-01,,충청남도,보령시,청소면,신송리,113-20,원인불명,0.0,충청남도 보령시 청소면 신송리113-20
15995,2020-12-02,,충청남도,보령시,동대동,,238-23,원인불명,0.0,충청남도 보령시 동대동 238-23
15996,2020-12-09,,충청남도,보령시,천북면,학성리,179-1,원인불명,0.0,충청남도 보령시 천북면 학성리179-1
15997,2020-12-17,,충청남도,보령시,청라면,소양리,산23-3,원인불명,0.0,충청남도 보령시 청라면 소양리산23-3
15998,2020-12-24,,충청남도,보령시,오천면,교성리,146-0,원인불명,0.0,충청남도 보령시 오천면 교성리146-0
