id,damagearea,endday,endmonth,endtime,endyear,firecause,locbunji,locdong,locgungu,locmenu,locsi,startday,startdayofweek,startmonth,starttime,startyear
2985,0.33,5,6,15:00:00,2017,기타(직접입력),산87,황방,양주,남,경기,5,월요일,6,10:40:00,2017
2986,0.03,5,6,14:45:00,2017,기타(직접입력),산19,논곡,구례,구례,전남,5,월요일,6,12:30:00,2017
2987,0.01,5,6,16:00:00,2017,기타(직접입력),산10,수암,영덕,지품,경북,5,월요일,6,15:00:00,2017
2988,0.1,5,6,19:40:00,2017,기타(직접입력),산58-2,관악,삼성, ,서울,5,월요일,6,17:42:00,2017
2989,0.05,6,6,14:13:00,2017,주택화재비화,산14,황룡,의성,점곡,경북,6,화요일,6,13:05:00,2017
2990,0.01,9,6,19:20:00,2017,기타(직접입력),산86-1,산해,영양,입암,경북,9,금요일,6,16:40:00,2017
2991,0.15,11,6,17:05:00,2017,기타(직접입력),산3,대미,영천,금호,경북,11,일요일,6,15:43:00,2017
2992,3.12,12,6,10:00:00,2017,기타(직접입력),산51-1,마동,청주,문의,충북,11,일요일,6,23:30:00,2017
2993,0.03,13,6,18:30:00,2017,기타(직접입력),산30,개화,보령,성주,충남,13,화요일,6,15:30:00,2017
2994,0.7,15,6,0:10:00,2017,기타(직접입력),산61-15,운암,청주,미원,충북,14,수요일,6,21:10:00,2017
2995,0.06,15,6,2:10:00,2017,기타(직접입력),산24-1,소정,운당, ,세종,15,목요일,6,0:05:00,2017
2996,0.16,15,6,15:50:00,2017,쓰레기소각,산21,운정,평택,현덕,경기,15,목요일,6,13:50:00,2017
2997,0.5,15,6,17:52:00,2017,기타(직접입력),산1-1외2,검성,울진,북,경북,15,목요일,6,14:05:00,2017
2998,0.15,16,6,9:30:00,2017,농산폐기물소각,산44,인곡,합천,합천,경남,16,금요일,6,5:00:00,2017
2999,0.05,16,6,14:00:00,2017,기타(직접입력),산13,응평,부여,초촌,충남,16,금요일,6,12:14:00,2017
3000,0.02,16,6,17:30:00,2017,기타(직접입력),산9-1,수봉,상주,모동,경북,16,금요일,6,15:34:00,2017
3001,0.01,16,6,17:55:00,2017,기타(직접입력),산35,용명,경주,건천,경북,16,금요일,6,16:24:00,2017
3002,0.2,17,6,7:30:00,2017,등산객실화,산11,순화,순창,순창,전북,16,금요일,6,21:30:00,2017
3003,0.06,17,6,11:14:00,2017,기타(직접입력),281-4임,내,화성,봉담,경기,17,토요일,6,9:40:00,2017
3004,0.01,17,6,13:20:00,2017,담뱃불실화,산12-1,서흥,천안,목천,충남,17,토요일,6,11:30:00,2017
3005,0.05,17,6,13:50:00,2017,기타(직접입력),426-13,중,다운, ,울산,17,토요일,6,11:32:00,2017
3006,0.1,17,6,18:20:00,2017,기타(직접입력),산53,오학,서산,해미,충남,17,토요일,6,16:10:00,2017
3007,0.5,17,6,21:50:00,2017,쓰레기소각,산8,우강,창녕,도천,경남,17,토요일,6,16:50:00,2017
3008,0.01,17,6,19:00:00,2017,논밭두렁소각,산285,월현,횡성,강림,강원,17,토요일,6,17:45:00,2017
3009,0.2,17,6,21:40:00,2017,기타(직접입력),산103,용각,안동,일직,경북,17,토요일,6,19:15:00,2017
3010,0.01,18,6,4:00:00,2017,기타(직접입력),산59,구리,아천, ,경기,18,일요일,6,0:16:00,2017
3011,0.01,18,6,11:50:00,2017,쓰레기소각,산16-1,도개,칠곡,석적,경북,18,일요일,6,10:55:00,2017
3012,0.08,18,6,15:00:00,2017,기타(직접입력),산40,달전,가평,가평,경기,18,일요일,6,12:35:00,2017
3013,0.04,18,6,18:00:00,2017,기타(직접입력),산85,구림,장성,동화,전남,18,일요일,6,12:35:00,2017
3014,0.01,18,6,15:10:00,2017,기타(직접입력),산35,용명,경주,건천,경북,18,일요일,6,13:30:00,2017
3015,0.01,18,6,17:50:00,2017,기타(직접입력),산141,신흥,울진,매화,경북,18,일요일,6,15:47:00,2017
3016,0.1,18,6,21:30:00,2017,논밭두렁소각,산88,두곡,합천,청덕,경남,18,일요일,6,18:33:00,2017
3017,0.01,19,6,13:00:00,2017,기타(직접입력),산311,대기,강릉,왕산,강원,19,월요일,6,12:02:00,2017
3018,0.06,19,6,16:50:00,2017,기타(직접입력),산177-1,유탕,장성,장성,전남,19,월요일,6,12:45:00,2017
3019,0.03,19,6,13:58:00,2017,기타(직접입력),산17-1,봉황,충주,중앙탑,충북,19,월요일,6,12:47:00,2017
3020,0.01,19,6,16:30:00,2017,기타(직접입력),산69-7,도봉,방학, ,서울,19,월요일,6,15:20:00,2017
3021,0.05,19,6,18:50:00,2017,농산폐기물소각,산54,금매,군위,효령,경북,19,월요일,6,15:30:00,2017
3022,0.06,19,6,19:00:00,2017,기타(직접입력),산36,묵현,남양주,화도,경기,19,월요일,6,16:36:00,2017
