id,damagearea,endday,endmonth,endtime,endyear,firecause,locbunji,locdong,locgungu,locmenu,locsi,startday,startdayofweek,startmonth,starttime,startyear
1039,0.09,5,2,16:05:00,2020,주택화재비화,산3-18,사곡,여주,점동,경기,5,수요일,2,14:31:00,2020
1040,0.01,6,2,16:29:00,2020,담뱃불실화,산71-3,금평,통영,사량,경남,6,목요일,2,15:32:00,2020
1041,0.03,8,2,8:30:00,2020,쓰레기소각,산144-42,백양,춘천,남산,강원,8,토요일,2,7:05:00,2020
1042,0.03,8,2,12:45:00,2020,쓰레기소각,산287,홍제,강릉, ,강원,8,토요일,2,12:02:00,2020
1043,0.01,8,2,13:00:00,2020,기타,Aug-39,봉암,파주,파주,경기,8,토요일,2,12:11:00,2020
1044,0.03,8,2,13:10:00,2020,입산자실화,산19,오금,파주,탄현,경기,8,토요일,2,12:25:00,2020
1045,0.01,8,2,18:30:00,2020,논밭두렁소각,산166,하정,산청,신안,경남,8,토요일,2,17:50:00,2020
1046,0.01,9,2,14:30:00,2020,성묘객실화,산58,쌍암,보은,회인,충북,9,일요일,2,13:00:00,2020
1047,0.05,9,2,16:50:00,2020,입산자실화,산105-1,대치,완주,비봉,전북,9,일요일,2,15:30:00,2020
1048,0.03,9,2,16:48:00,2020,주택화재비화,산109,하곡,진주,이반성,경남,9,일요일,2,15:48:00,2020
1049,0.4,9,2,20:04:00,2020,담뱃불실화,산3,황둔,원주,신림,강원,9,일요일,2,18:48:00,2020
1050,0.01,9,2,22:13:00,2020,주택화재비화,619-1,신성,청송,안덕,경북,9,일요일,2,20:49:00,2020
1051,0.03,9,2,23:15:00,2020,입산자실화,산385,오,달성,가창,대구,9,일요일,2,21:10:00,2020
1052,0.01,9,2,22:30:00,2020,기타,산141,상대원,성남, ,경기,9,일요일,2,21:23:00,2020
1053,0.03,10,2,1:00:00,2020,입산자실화,산2-1,송당,논산,노성,충남,9,일요일,2,23:10:00,2020
1054,0.06,10,2,11:00:00,2020,주택화재비화,산51,신계,찬안,목천,충남,10,월요일,2,10:35:00,2020
1055,0.01,10,2,13:00:00,2020,논밭두렁소각,723-1,사,평택,서탄,경기,10,월요일,2,12:04:00,2020
1056,0.1,10,2,22:25:00,2020,입산자실화,산98-9,산곡,부평, ,인천,10,월요일,2,21:43:00,2020
1057,0.08,11,2,14:30:00,2020,담뱃불실화,514,운산,안동,일직,경북,11,화요일,2,11:34:00,2020
1058,0.03,11,2,14:25:00,2020,논밭두렁소각,718-8,송촌,파주, ,경기,11,화요일,2,13:08:00,2020
1059,0.05,11,2,15:40:00,2020,입산자실화,07월 22일,읍내,논산,노성,충남,11,화요일,2,14:46:00,2020
1060,0.2,11,2,17:17:00,2020,기타,산26,광암,동두천, ,경기,11,화요일,2,14:52:00,2020
1061,0.06,11,2,17:45:00,2020,논밭두렁소각,산14,도곡,여주,금사,경기,11,화요일,2,16:47:00,2020
1062,0.15,11,2,23:46:00,2020,기타,산37,지호,군위,의흥,경북,11,화요일,2,22:37:00,2020
1063,0.04,15,2,13:40:00,2020,입산자실화,Jan-53,백일,남원,산내,전북,15,토요일,2,12:40:00,2020
1064,0.18,15,2,14:28:00,2020,입산자실화,산40-2,홍안,포항,홍해,경북,15,토요일,2,13:37:00,2020
1065,0.01,19,2,20:30:00,2020,기타,산8-9,구미,진평, ,경북,19,수요일,2,19:27:00,2020
1066,0.05,20,2,15:35:00,2020,논밭두렁소각,산155,가천,울주,삼남,울산,20,목요일,2,14:50:00,2020
1067,0.01,20,2,19:00:00,2020,쓰레기소각,산36-1,월전,영동,용화,충북,20,목요일,2,18:12:00,2020
1068,0.02,21,2,16:00:00,2020,담뱃불실화,산47,퇴촌,창원,의창,경남,21,금요일,2,12:44:00,2020
1069,0.1,23,2,13:40:00,2020,주택화재비화,산106-1,서천,봉화,소천,경북,23,일요일,2,9:43:00,2020
1070,0.1,24,2,15:15:00,2020,주택화재비화,산144,산수,춘천,남산,강원,24,월요일,2,12:58:00,2020
1071,0.01,24,2,15:40:00,2020,입산자실화,산42-1,영장,파주,광탄,경기,24,월요일,2,14:42:00,2020
1072,0.01,24,2,16:02:00,2020,어린이불장난,450,칠산,광명, ,경기,24,월요일,2,15:52:00,2020
1073,0.01,3,3,15:40:00,2020,입산자실화,산138-12,구천,거제,동부,경남,3,화요일,3,15:03:00,2020
1074,0.2,4,3,15:50:00,2020,주택화재비화,산24-1,달전,금남, ,세종,4,수요일,3,13:55:00,2020
1075,0.07,4,3,15:50:00,2020,기타,산23-2,눌노,파주,파평,경기,4,수요일,3,14:35:00,2020
1076,0.15,4,3,17:30:00,2020,입산자실화,산152,삼거,강화,하점,인천,4,수요일,3,16:41:00,2020
1077,0.07,4,3,22:30:00,2020,입산자실화,산85-9,용계,달성,가창,대구,4,수요일,3,19:51:00,2020
1078,1.35,5,3,16:00:00,2020,논밭두렁소각,산31-2,본포,예천,호명,경북,5,목요일,3,13:31:00,2020
1079,0.03,5,3,16:15:00,2020,주택화재비화,산11-1,중동,양평,양서,경기,5,목요일,3,15:09:00,2020
1080,0.01,5,3,20:10:00,2020,입산자실화,산28-3,현방,이천,백사,경기,5,목요일,3,18:43:00,2020
1081,0.06,5,3,21:55:00,2020,입산자실화,산120-1,용계,달성,가창,대구,5,목요일,3,20:19:00,2020
1082,0.02,6,3,14:20:00,2020,기타,산89-5,고상,안동,남후,경북,6,금요일,3,13:08:00,2020
1083,0.2,6,3,14:50:00,2020,담뱃불실화,산70-11,월포,이천,율,경기,6,금요일,3,13:48:00,2020
1084,0.66,6,3,17:00:00,2020,성묘객실화,산23,양촌,창원,마산합포,경남,6,금요일,3,14:15:00,2020
1085,0.01,6,3,15:35:00,2020,쓰레기소각,산113,매정,영덕,영덕,경북,6,금요일,3,14:34:00,2020
1086,0.01,6,3,17:10:00,2020,논밭두렁소각,산62-2,안노,영암,금정,전남,6,금요일,3,16:00:00,2020
1087,0.01,6,3,17:55:00,2020,입산자실화,산36-13,상개,남, ,울산,6,금요일,3,17:39:00,2020
1088,0.14,7,3,14:38:00,2020,입산자실화,964-2,송마,김포,대곶,경기,7,토요일,3,13:31:00,2020
1089,0.02,7,3,15:00:00,2020,논밭두렁소각,346,원흥,고양,덕양,경기,7,토요일,3,14:37:00,2020
1090,0.15,7,3,16:15:00,2020,쓰레기소각,178-1,송능,남양주,진건,경기,7,토요일,3,15:26:00,2020
1091,0.05,8,3,18:00:00,2020,기타,산77,풍천,홍천,화촌,강원,8,일요일,3,13:20:00,2020
1092,0.67,8,3,16:00:00,2020,쓰레기소각,310,원천,화천,하남,강원,8,일요일,3,14:12:00,2020
1093,0.1,8,3,15:29:00,2020,쓰레기소각,129-4,계실,공주,사곡,충남,8,일요일,3,14:59:00,2020
1094,0.09,8,3,16:00:00,2020,쓰레기소각,388-10,정배,양평,서종,경기,8,일요일,3,15:17:00,2020
1095,0.01,8,3,16:25:00,2020,쓰레기소각,산18,명,안동,서후,경북,8,일요일,3,15:34:00,2020
1096,0.1,8,3,18:10:00,2020,입산자실화,산264,원창,춘천,동산,강원,8,일요일,3,16:05:00,2020
1097,0.1,9,3,15:30:00,2020,논밭두렁소각,산65,팔아,남양주,진접,경기,9,월요일,3,13:51:00,2020
1098,0.01,9,3,16:05:00,2020,입산자실화,246-52,서패,파주, ,경기,9,월요일,3,14:58:00,2020
1099,0.01,9,3,18:00:00,2020,쓰레기소각,산139-2,복가현,안성,대덕,경기,9,월요일,3,16:56:00,2020
1100,0.03,12,3,13:00:00,2020,논밭두렁소각,산8,정생,중, ,대전,12,목요일,3,12:31:00,2020
1101,0.03,12,3,13:21:00,2020,입산자실화,산22-1,석포,당진,송악,충남,12,목요일,3,12:40:00,2020
1102,0.2,12,3,16:20:00,2020,논밭두렁소각,산137-1,해창,진도,진도,전남,12,목요일,3,13:40:00,2020
1103,0.03,12,3,14:30:00,2020,쓰레기소각,Jan-73,호곡,화성,우정,경기,12,목요일,3,13:40:00,2020
1104,0.02,14,3,12:53:00,2020,논밭두렁소각,산12-1,노곡,장수,장수,전북,14,토요일,3,11:50:00,2020
1105,0.03,14,3,12:15:00,2020,쓰레기소각,05월 01일,평정,공주,정안,충남,14,토요일,3,12:01:00,2020
1106,0.08,14,3,14:30:00,2020,쓰레기소각,산97,운서,함양,휴천,경남,14,토요일,3,12:14:00,2020
1107,0.27,14,3,16:59:00,2020,기타,산93,기족,고령,성산,경북,14,토요일,3,13:10:00,2020
1108,0.03,14,3,15:30:00,2020,기타,1357-8,거모,시흥, ,경기,14,토요일,3,15:01:00,2020
1109,0.2,14,3,16:15:00,2020,논밭두렁소각,산30-3,대사,의성,안평,경북,14,토요일,3,15:02:00,2020
1110,0.04,14,3,17:00:00,2020,입산자실화,산142-1,삼성,양평,용문,경기,14,토요일,3,15:09:00,2020
1111,0.03,14,3,18:03:00,2020,입산자실화,산1,동내,동, ,대구,14,토요일,3,15:53:00,2020
1112,0.01,14,3,18:35:00,2020,입산자실화,산104,성안,중, ,울산,14,토요일,3,17:36:00,2020
1113,0.1,15,3,14:50:00,2020,주택화재비화,산79,추동,포천,장수,경기,15,일요일,3,13:13:00,2020
1114,0.1,15,3,15:30:00,2020,입산자실화,산93,해월,완주,소양,전북,15,일요일,3,14:00:00,2020
1115,0.04,15,3,14:40:00,2020,주택화재비화,산52-1,가학,광명, ,경기,15,일요일,3,14:00:00,2020
1116,0.43,15,3,15:32:00,2020,주택화재비화,산51,동막,홍천,서,강원,15,일요일,3,14:29:00,2020
1117,0.04,15,3,15:45:00,2020,입산자실화,산215-1,대전,강릉, ,강원,15,일요일,3,14:52:00,2020
1118,7,15,3,20:32:00,2020,입산자실화,산29-6,옥련,연수, ,인천,15,일요일,3,14:55:00,2020
1119,0.2,15,3,17:05:00,2020,기타,산82,용산,청도,대전,경북,15,일요일,3,15:15:00,2020
1120,0.9,15,3,17:17:00,2020,논밭두렁소각,산17,상호,여주,금사,경기,15,일요일,3,16:19:00,2020
1121,0.03,15,3,17:03:00,2020,주택화재비화,산65,천홍,천안,성거,충남,15,일요일,3,16:32:00,2020
1122,0.8,15,3,20:10:00,2020,논밭두렁소각,산46-1,가율,안성,보개,경기,15,일요일,3,18:00:00,2020
1123,0.1,16,3,3:40:00,2020,기타,산25-2,유교,무안,삼향,전남,15,일요일,3,23:40:00,2020
1124,0.07,16,3,11:00:00,2020,담뱃불실화,산16-1,안양,안양,만안,경기,16,월요일,3,8:30:00,2020
1125,0.1,16,3,12:50:00,2020,주택화재비화,산203-1,연당,영월,남,강원,16,월요일,3,11:43:00,2020
1126,0.08,16,3,15:52:00,2020,입산자실화,산63,신안,조치원,조치원,세종,16,월요일,3,14:15:00,2020
1127,0.08,16,3,15:40:00,2020,성묘객실화,산103-1,삼성,양평,용문,경기,16,월요일,3,14:47:00,2020
1128,0.03,17,3,12:59:00,2020,입산자실화,산102,다산,경주,강동,경북,17,화요일,3,12:11:00,2020
1129,0.1,17,3,13:44:00,2020,쓰레기소각,산22-1,덕선,기장,장안,부산,17,화요일,3,12:54:00,2020
1130,0.01,17,3,13:45:00,2020,담뱃불실화,산77-4,안금,합천,대양,경남,17,화요일,3,12:55:00,2020
1131,0.15,17,3,16:14:00,2020,담뱃불실화,산13-3,내각,남양주,진접,경기,17,화요일,3,14:51:00,2020
1132,0.03,18,3,12:26:00,2020,주택화재비화,산6-4,장기,안동,북후,경북,18,수요일,3,11:06:00,2020
1133,0.1,18,3,14:30:00,2020,입산자실화,산51,수곡,아산,송악,충남,18,수요일,3,12:45:00,2020
1134,0.03,18,3,14:30:00,2020,논밭두렁소각,산5-1,월천,함평,손봉,전남,18,수요일,3,13:00:00,2020
1135,0.05,18,3,16:30:00,2020,입산자실화,산47,송천,장수,장수,전북,18,수요일,3,13:05:00,2020
1136,0.02,18,3,16:00:00,2020,주택화재비화,산47-1,운수,하동,화개,경남,18,수요일,3,13:07:00,2020
1137,0.01,18,3,13:29:00,2020,입산자실화,산229-8,도원,달서, ,대구,18,수요일,3,13:16:00,2020
1138,0.03,18,3,17:03:00,2020,담뱃불실화,산21,아동,파주, ,경기,18,수요일,3,16:02:00,2020
1139,0.8,18,3,19:50:00,2020,쓰레기소각,산21,오동,나주,문평,전남,18,수요일,3,17:04:00,2020
1140,0.04,19,3,5:20:00,2020,입산자실화,산121,상계,노원, ,서울,19,목요일,3,3:30:00,2020
1141,0.7,19,3,10:30:00,2020,기타,산191-10,대안,원주,흥업,강원,19,목요일,3,7:11:00,2020
1142,0.09,19,3,11:30:00,2020,입산자실화,산39-4,서재,달성,다사,대구,19,목요일,3,9:34:00,2020
1143,0.01,19,3,11:45:00,2020,담뱃불실화,산28,오향,광주,곤지암,경기,19,목요일,3,10:20:00,2020
1144,0.5,19,3,14:20:00,2020,입산자실화,산132-2,안인,밀양,상동,경남,19,목요일,3,11:05:00,2020
1145,0.14,19,3,13:20:00,2020,담뱃불실화,208-1,상동,예천,예천,경북,19,목요일,3,12:13:00,2020
1146,2.2,19,3,14:26:00,2020,기타,577-41,판대,원주,지정,강원,19,목요일,3,12:38:00,2020
1147,0.2,19,3,14:50:00,2020,쓰레기소각,산21,마전,의성,안평,경북,19,목요일,3,13:16:00,2020
1148,519,20,3,18:00:00,2020,입산자실화,산144,대복,울주,웅촌,울산,19,목요일,3,13:51:00,2020
1149,1,19,3,17:36:00,2020,기타,산140-3,교문,구리, ,경기,19,목요일,3,14:20:00,2020
1150,0.2,19,3,16:25:00,2020,입산자실화,산92-1,삼천,전주,완산,전북,19,목요일,3,14:45:00,2020
1151,0.3,19,3,20:00:00,2020,기타,767-2,봉산,보성,웅치,전남,19,목요일,3,15:17:00,2020
1152,0.16,19,3,15:58:00,2020,담뱃불실화,산42-8,장지,광주, ,경기,19,목요일,3,15:19:00,2020
1153,0.1,19,3,17:38:00,2020,담뱃불실화,산134-1,옹당,고흥,두원,전남,19,목요일,3,15:20:00,2020
1154,0.02,19,3,19:00:00,2020,기타,산66-1,전대,하동,횡천,경남,19,목요일,3,16:30:00,2020
1155,0.5,19,3,20:30:00,2020,담뱃불실화,산55,송산,나주,문평,전남,19,목요일,3,16:31:00,2020
1156,0.5,19,3,22:15:00,2020,담뱃불실화,산24-3,신원,청도,운문,경북,19,목요일,3,18:10:00,2020
1157,0.01,19,3,22:30:00,2020,담뱃불실화,산65-1,궁항,하동,옥종,경남,19,목요일,3,19:49:00,2020
1158,0.02,20,3,10:51:00,2020,주택화재비화,산131,동원,영주,단산,경북,20,금요일,3,9:59:00,2020
1159,0.07,20,3,13:10:00,2020,입산자실화,산27,송암,청양,목,충남,20,금요일,3,12:32:00,2020
1160,4,20,3,16:25:00,2020,쓰레기소각,산72,강화,불은, ,인천,20,금요일,3,14:40:00,2020
1161,0.2,20,3,15:50:00,2020,기타,산995-4,시곡,당진, ,충남,20,금요일,3,14:50:00,2020
1162,0.1,20,3,15:50:00,2020,입산자실화,산33-1,시곡,당진, ,충남,20,금요일,3,15:02:00,2020
1163,0.05,20,3,16:53:00,2020,입산자실화,산436,오봉,김천,남,경북,20,금요일,3,15:58:00,2020
1164,0.02,20,3,17:30:00,2020,기타,산73-1,봉암,파주, ,경기,20,금요일,3,16:55:00,2020
1165,0.1,20,3,19:00:00,2020,주택화재비화,산2-10,쌍신,공주, ,충남,20,금요일,3,18:00:00,2020
1166,0.01,20,3,20:20:00,2020,논밭두렁소각,산322-9,지북,순창,적성,전북,20,금요일,3,19:02:00,2020
1167,0.01,20,3,22:18:00,2020,입산자실화,산26-5,합성,창원,마산회원,경남,20,금요일,3,21:52:00,2020
1168,0.2,21,3,11:30:00,2020,입산자실화,산9,신평,고창,신림,전북,20,금요일,3,23:46:00,2020
1169,0.03,21,3,11:20:00,2020,입산자실화,산30-1,하산,달성, ,대구,21,토요일,3,10:28:00,2020
1170,0.1,21,3,13:05:00,2020,쓰레기소각,산214-1,노류,상주,내서,경북,21,토요일,3,12:05:00,2020
1171,0.17,21,3,14:00:00,2020,쓰레기소각,산4-10,퇴계읍,남양주,퇴계읍,경기,21,토요일,3,12:12:00,2020
1172,0.03,21,3,13:05:00,2020,기타,산100,오림,여수, ,전남,21,토요일,3,12:17:00,2020
1173,0.05,21,3,15:08:00,2020,주택화재비화,산12,회산,단양,단성,충북,21,토요일,3,12:54:00,2020
1174,0.1,21,3,14:30:00,2020,쓰레기소각,산8-1,소내,안성,대덕,경기,21,토요일,3,13:00:00,2020
1175,0.2,21,3,13:30:00,2020,주택화재비화,산32-1,상소,동, ,대전,21,토요일,3,13:06:00,2020
1176,0.01,21,3,14:00:00,2020,기타,산29-21,용천,양평,옥천,경기,21,토요일,3,13:24:00,2020
1177,0.1,21,3,15:15:00,2020,입산자실화,산1040-2,덕현,울주,상북,울산,21,토요일,3,14:08:00,2020
1178,0.05,21,3,16:00:00,2020,주택화재비화,산71,삼거,횡성,감천,강원,21,토요일,3,15:36:00,2020
1179,0.11,21,3,17:55:00,2020,입산자실화,산480,사정,포천,관인,경기,21,토요일,3,16:03:00,2020
1180,0.05,21,3,17:25:00,2020,입산자실화,175-8,옥현,당진,고대,충남,21,토요일,3,16:36:00,2020
1181,0.04,22,3,13:00:00,2020,쓰레기소각,산18-4,가야,여주,강천,경기,22,일요일,3,11:38:00,2020
1182,0.1,22,3,13:40:00,2020,쓰레기소각,산166,석현,봉화,춘양,경북,22,일요일,3,12:10:00,2020
1183,0.06,3,11,16:30:00,2020,쓰레기소각,산5-5,신대,광주,곤지암,경기,3,화요일,11,14:19:00,2020
1184,0.01,4,11,14:30:00,2020,입산자실화,산116,이평,철원,동송,강원,4,수요일,11,12:45:00,2020
1185,0.03,5,11,12:32:00,2020,쓰레기소각,산59-5,복장,가평,가평,경기,5,목요일,11,11:17:00,2020
1186,0.03,6,11,15:50:00,2020,입산자실화,산92,천내,금산,제원,충남,6,금요일,11,11:43:00,2020
1187,2.6,7,11,2:00:00,2020,입산자실화,산36-1,문암,영양,일월,경북,6,금요일,11,17:38:00,2020
1188,0.03,7,11,15:40:00,2020,입산자실화,산70,이의,수원,영종,경기,7,토요일,11,14:20:00,2020
1189,0.11,8,11,4:40:00,2020,입산자실화,산251-1,신흥,동해, ,강원,8,일요일,11,2:27:00,2020
1190,0.07,8,11,15:50:00,2020,기타,산20-1,금곡,안동,길안,경북,8,일요일,11,12:57:00,2020
1191,0.01,8,11,16:49:00,2020,주택화재비화,산8-3,노성,보은,수한,충북,8,일요일,11,13:50:00,2020
1192,0.03,8,11,16:23:00,2020,입산자실화,산13,국수,양평,양서,경기,8,일요일,11,14:04:00,2020
1193,0.5,8,11,17:15:00,2020,기타,산22-1,안흥,동두천, ,경기,8,일요일,11,14:11:00,2020
1194,1.4,8,11,17:13:00,2020,입산자실화,산40,호평,가평,청평,경기,8,일요일,11,14:20:00,2020
1195,0.05,8,11,16:20:00,2020,기타,산3,창포,창원,마산합포,경남,8,일요일,11,14:25:00,2020
1196,0.22,8,11,22:00:00,2020,담뱃불실화,산83,정림,사하, ,부산,8,일요일,11,18:30:00,2020
1197,0.03,8,11,21:10:00,2020,주택화재비화,산138-3,영송,포천,영중,경기,8,일요일,11,20:20:00,2020
1198,0.1,8,11,21:40:00,2020,주택화재비화,산65-3,기지,포천,신북,경기,8,일요일,11,20:28:00,2020
1199,0.05,9,11,1:00:00,2020,입산자실화,산85-2,운수,남양주,수동,경기,8,일요일,11,23:15:00,2020
1200,0.06,9,11,11:12:00,2020,입산자실화,2302,난신,서귀포,성산,제주,9,월요일,11,9:34:00,2020
1201,0.05,9,11,12:40:00,2020,쓰레기소각,신51-1,신현,제천,덕산,충북,9,월요일,11,12:04:00,2020
1202,0.18,9,11,14:05:00,2020,입산자실화,산48-3,현,가평,조종,경기,9,월요일,11,12:15:00,2020
1203,1.05,9,11,17:30:00,2020,기타,산109,작곡,예천,보문,경북,9,월요일,11,13:20:00,2020
1204,0.01,9,11,19:00:00,2020,입산자실화,산14,춘화,밀양,부북,경남,9,월요일,11,16:37:00,2020
1205,0.02,9,11,21:30:00,2020,기타,산42-7,상안,북, ,울산,9,월요일,11,20:21:00,2020
1206,0.03,10,11,8:20:00,2020,기타,산111,달제,의성,다인,경북,10,화요일,11,6:29:00,2020
1207,3,10,11,17:24:00,2020,주택화재비화,산25-5,삼화,가평,청평,경기,10,화요일,11,13:15:00,2020
1208,0.1,10,11,15:21:00,2020,논밭두렁소각,산50-1,귀단,안동,예인,경북,10,화요일,11,13:23:00,2020
1209,0.01,10,11,16:20:00,2020,입산자실화,산376-1,반곡,정읍,칠보,전북,10,화요일,11,13:30:00,2020
1210,0.01,12,11,14:07:00,2020,기타,산211-3,화천,경주,건천,경북,12,목요일,11,11:30:00,2020
1211,0.3,13,11,11:00:00,2020,입산자실화,산31,교방,창원,마산합포,경남,13,금요일,11,5:30:00,2020
1212,0.14,13,11,15:00:00,2020,입산자실화,산134,광산,광산, ,광주,13,금요일,11,12:40:00,2020
1213,0.38,14,11,15:45:00,2020,입산자실화,산202-1,산해,영양,입암,경북,14,토요일,11,12:29:00,2020
1214,0.26,14,11,16:00:00,2020,담뱃불실화,산5,성동,김포,월곶,경기,14,토요일,11,13:22:00,2020
1215,0.06,14,11,19:00:00,2020,입산자실화,산26,당산,거창,위천,경남,14,토요일,11,15:16:00,2020
1216,0.06,14,11,16:13:00,2020,담뱃불실화,산51,부곡,파주,파주,경기,14,토요일,11,15:17:00,2020
1217,0.06,14,11,22:03:00,2020,쓰레기소각,산59-1,송정,광주, ,경기,14,토요일,11,20:14:00,2020
1218,0.3,15,11,4:03:00,2020,기타,산96,화서,영천,신녕,경북,14,토요일,11,21:36:00,2020
1219,0.07,15,11,15:10:00,2020,주택화재비화,241-1,유교,포천,군내,경기,15,일요일,11,14:09:00,2020
1220,0.01,15,11,19:00:00,2020,입산자실화,산94-8,용교,고창,성내,전북,15,일요일,11,17:00:00,2020
1221,0.2,15,11,21:00:00,2020,주택화재비화,산90,금곡,청송,청송,경북,15,일요일,11,18:53:00,2020
1222,0.75,15,11,23:43:00,2020,입산자실화,산9,천전,안동,임하,경북,15,일요일,11,19:19:00,2020
1223,0.1,16,11,15:00:00,2020,입산자실화,산99-3,장전평,홍천,홍천,강원,16,월요일,11,12:33:00,2020
1224,0.03,16,11,14:10:00,2020,입산자실화,산64,묵어,구미,장천,경북,16,월요일,11,12:40:00,2020
1225,0.01,16,11,19:54:00,2020,기타,252,정자,성남,분당,경기,16,월요일,11,19:08:00,2020
1226,0.01,17,11,12:00:00,2020,기타,249-19,세월,양평,강상,경기,17,화요일,11,11:03:00,2020
1227,0.06,26,11,13:40:00,2020,논밭두렁소각,산15,삼계,창원,마산회원,경남,26,목요일,11,12:35:00,2020
1228,0.1,26,11,17:40:00,2020,담뱃불실화,산40,상오,상주,화북,경북,26,목요일,11,15:02:00,2020
1229,0.1,2,12,0:30:00,2020,기타,상대,횡성,우천, ,강원,1,화요일,12,21:59:00,2020
1230,2,4,12,10:00:00,2020,기타,산172-9,신평,고흥,금산,전남,3,목요일,12,23:16:00,2020
1231,0.03,4,12,15:30:00,2020,논밭두렁소각,산24,벌지,고령,다산,경북,4,금요일,12,13:09:00,2020
1232,0.05,5,12,15:05:00,2020,기타,산130,복성,순천,해룡,전남,5,토요일,12,12:46:00,2020
1233,0.03,6,12,13:54:00,2020,기타,산13,상계,경주,양남,경북,6,일요일,12,12:15:00,2020
1234,0.01,6,12,14:00:00,2020,기타,산83-3,부곡,남, ,울산,6,일요일,12,13:00:00,2020
1235,0.02,9,12,3:00:00,2020,입산자실화,산51,상인,달서, ,대구,8,화요일,12,18:30:00,2020
1236,0.02,8,12,23:00:00,2020,기타,산99,속초,홍천,동,강원,8,화요일,12,20:37:00,2020
1237,0.01,9,12,12:56:00,2020,기타,산47-6,길성,화성,향남,경기,9,수요일,12,12:28:00,2020
1238,0.06,9,12,14:30:00,2020,기타,산42-25,중,해운대, ,부산,9,수요일,12,13:28:00,2020
1239,0.1,10,12,16:50:00,2020,쓰레기소각,산147-1,심평,울주,온산,울산,9,수요일,12,14:43:00,2020
1240,0.01,9,12,21:30:00,2020,기타,381-14,도일,평택, ,경기,9,수요일,12,20:59:00,2020
1241,0.01,10,12,13:34:00,2020,담뱃불실화,산7,학의,의왕, ,경기,10,목요일,12,13:11:00,2020
1242,0.5,12,12,14:30:00,2020,담뱃불실화,산126-9,구학,원주,신림,강원,12,토요일,12,11:43:00,2020
1243,0.05,12,12,19:00:00,2020,입산자실화,산35,황둔,원주,신림,강원,12,토요일,12,15:54:00,2020
1244,0.04,12,12,20:00:00,2020,주택화재비화,산65,모곡,홍천,서,강원,12,토요일,12,18:25:00,2020
1245,0.01,13,12,1:13:00,2020,쓰레기소각,615-1,창곡,화성,팔탄,경기,12,토요일,12,23:37:00,2020
1246,0.01,13,12,12:00:00,2020,입산자실화,산69-4,금성,금정, ,부산,13,일요일,12,4:15:00,2020
1247,0.02,13,12,16:10:00,2020,입산자실화,산34,율,울주,청량,울산,13,일요일,12,14:37:00,2020
1248,0.51,14,12,22:00:00,2020,주택화재비화,산254,덕곡,창녕,도천,경남,14,월요일,12,15:40:00,2020
1249,0.5,15,12,17:20:00,2020,주택화재비화,504-3,삼정,울주,청량,울산,15,화요일,12,15:17:00,2020
1250,0.12,15,12,16:55:00,2020,기타,산46-2,문덕,포항,남,경북,15,화요일,12,15:35:00,2020
1251,0.1,16,12,16:31:00,2020,기타,산40-3,모아,경주,천북,경북,16,수요일,12,14:45:00,2020
1252,0.1,16,12,18:10:00,2020,입산자실화,산73-3,용강,경주, ,경북,16,수요일,12,16:42:00,2020
1253,0.73,18,12,2:20:00,2020,기타,산31-1,읍남,울진,울진,경북,17,목요일,12,19:41:00,2020
1254,0.04,17,12,22:00:00,2020,입산자실화,산35,소양,보령,청라,충남,17,목요일,12,20:30:00,2020
1255,0.01,18,12,18:00:00,2020,기타,산66-10,감천,사하, ,부산,18,금요일,12,14:20:00,2020
1256,0.03,18,12,17:20:00,2020,기타,산88,회원,창원,마산회원,경남,18,금요일,12,15:43:00,2020
1257,0.15,19,12,15:40:00,2020,주택화재비화,산29-1,성덕,양평,강하,경기,19,토요일,12,13:45:00,2020
1258,0.01,19,12,21:00:00,2020,입산자실화,산101-1,어치,순창,동계,전북,19,토요일,12,18:08:00,2020
1259,0.08,20,12,14:00:00,2020,쓰레기소각,산11,나사,울주,서생,울산,20,일요일,12,11:57:00,2020
1260,0.06,23,12,19:20:00,2020,입산자실화,산010-1,비산,안양,동안,경기,23,수요일,12,17:14:00,2020
1261,0.01,24,12,16:30:00,2020,기타,산164,장림,사하, ,부산,24,목요일,12,15:57:00,2020
1262,0.05,24,12,17:20:00,2020,주택화재비화,산129,자락,의성,비안,경북,24,목요일,12,15:59:00,2020
1263,3,25,12,8:10:00,2020,기타,산62-4,옥산,경주,안강,경북,24,목요일,12,17:29:00,2020
1264,0.05,24,12,22:48:00,2020,담뱃불실화,산9-1,봉현,광주,곤지암,경기,24,목요일,12,21:47:00,2020
1265,0.01,24,12,22:25:00,2020,기타,산67-1,차산,남양주,화도,경기,24,목요일,12,22:07:00,2020
1266,0.05,25,12,18:00:00,2020,기타,산7-1,관성,천안,동남,충남,25,금요일,12,14:00:00,2020
1267,0.3,25,12,18:20:00,2020,입산자실화,산31-1,영흥,영월,영월,강원,25,금요일,12,16:22:00,2020
1268,0.05,26,12,18:10:00,2020,성묘객실화,산82,대신,화순,춘양,전남,26,토요일,12,15:17:00,2020
1269,0.03,27,12,6:30:00,2020,담뱃불실화,901-13,도곡,평택,포승,경기,27,일요일,12,4:50:00,2020
1270,0.03,28,12,17:15:00,2020,주택화재비화,산117,대양,금산,남이,충남,28,월요일,12,15:37:00,2020
1271,0.3,12,3,15:30:00,2011,쓰레기소각,산83,명서,충주,산척,충북,12,토요일,3,14:20:00,2011
